N° Client,Nom Client,Date facture,Date d'échéance,Echu/Non échu,Libellé Facture non réglée,Facturé TTC,Règlement/Avoir ,Action,Date de régularisation,Motif rejet ,COMMENTAIRE,,
MOA000,MOA,5/1/2020,5/1/2020,ECHU,1904005-12-MOA000,201.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1802064-27-MOA000,42.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1804047-25-MOA000,"5,880.00",0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1703060-39-MOA000,232.80,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1907074-8-MOA000,117.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1905136-8-MOA000,210.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1909190-9-MOA000,78.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1709064-31-MOA000,192.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1609081-45-MOA000,206.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1710098-31-MOA000,168.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1910253-6-MOA000,225.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1611241-42-MOA000,64.80,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1701055-40-MOA000,210.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1712014-30-MOA000,108.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1801073-28-MOA000,84.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA000,MOA,6/1/2020,6/1/2020,ECHU,1904005-13-MOA000,201.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA007,MOA - Lyon part dieu,4/1/2020,4/1/2020,ECHU,1706027-35-MOA007,340.80,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA007,MOA - Lyon part dieu,5/1/2020,5/1/2020,ECHU,1706027-36-MOA007,340.80,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA007,MOA - Lyon part dieu,6/1/2020,6/1/2020,ECHU,1706027-37-MOA007,340.80,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA029,MOA - Roncq,4/1/2020,4/1/2020,ECHU,1710007-30-MOA029,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA029,MOA - Roncq,5/1/2020,5/1/2020,ECHU,1710007-31-MOA029,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA029,MOA - Roncq,6/1/2020,6/1/2020,ECHU,1710007-31-MOA029,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA030,MOA - MUSE METZ,4/1/2020,4/1/2020,ECHU,1710102-29-MOA030,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA030,MOA - MUSE METZ,5/1/2020,5/1/2020,ECHU,1710102-30-MOA030,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA030,MOA - MUSE METZ,6/1/2020,6/1/2020,ECHU,1710102-31-MOA030,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA041,MOA - BORDEAUX LAC,4/1/2020,4/1/2020,ECHU,1901179-9-MOA041,183.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA041,MOA - BORDEAUX LAC,5/1/2020,5/1/2020,ECHU,1901179-10-MOA041,183.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA041,MOA - BORDEAUX LAC,6/1/2020,6/1/2020,ECHU,1901179-11-MOA041,183.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA071,MOA - Nice,4/1/2020,4/1/2020,ECHU,1710018-27-MOA071,321.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA071,MOA - Nice,5/1/2020,5/1/2020,ECHU,1710018-28-MOA071,321.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA071,MOA - Nice,2/1/2020,5/1/2020,ECHU,1610072-12-MOA071,32.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA071,MOA - Nice,6/1/2020,6/1/2020,ECHU,1710018-29-MOA071,321.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA073,MOA - RAMBOUILLET,4/1/2020,4/1/2020,ECHU,1710019-28-MOA073,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA073,MOA - RAMBOUILLET,5/1/2020,5/1/2020,ECHU,1710019-29-MOA073,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA073,MOA - RAMBOUILLET,6/1/2020,6/1/2020,ECHU,1710019-30-MOA073,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA079,MOA MONTPELLIER POLYGONE,4/1/2020,4/1/2020,ECHU,1706029-35-MOA079,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA079,MOA MONTPELLIER POLYGONE,5/1/2020,5/1/2020,ECHU,1706029-36-MOA079,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA079,MOA MONTPELLIER POLYGONE,6/1/2020,6/1/2020,ECHU,1706029-37-MOA079,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA089,MOA CLERMONT FERRAND,4/1/2020,4/1/2020,ECHU,1706030-35-MOA089,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA089,MOA CLERMONT FERRAND,5/1/2020,5/1/2020,ECHU,1706030-36-MOA089,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA089,MOA CLERMONT FERRAND,6/1/2020,6/1/2020,ECHU,1706030-37-MOA089,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA116,MOA - PORTET SUR GARONNE,4/1/2020,4/1/2020,ECHU,1706148-26-MOA116,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA116,MOA - PORTET SUR GARONNE,5/1/2020,5/1/2020,ECHU,1706148-27-MOA116,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA116,MOA - PORTET SUR GARONNE,6/1/2020,6/1/2020,ECHU,1706148-28-MOA116,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA122,M A T M B,5/1/2020,5/1/2020,ECHU,1611216-40-MOA122,128.40,128.40,Mail fait au client - 06/05,15-May,PROV INSUFF,Avoir de 50 %,,
MOA152,MOI 31 CV,4/1/2020,4/1/2020,ECHU,2001052-4-MOA152,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA152,MOI 31 CV,5/1/2020,5/1/2020,ECHU,2001052-5-MOA152,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA152,MOI 31 CV,6/1/2020,6/1/2020,ECHU,2001052-6-MOA152,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA225,MOA BELGIUM - Gare Midi,4/1/2020,4/1/2020,ECHU,1907001-7-MOA225,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA225,MOA BELGIUM - Gare Midi,5/1/2020,5/1/2020,ECHU,1907001-8-MOA225,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,,ne plus prélever,,
MOA225,MOA BELGIUM - Gare Midi,6/1/2020,6/1/2020,ECHU,1907001-9-MOA225,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,,,,
MOA269,MOA BELGIUM - Gare Centrale,4/1/2020,4/1/2020,ECHU,1907002-6-MOA269,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA269,MOA BELGIUM - Gare Centrale,5/1/2020,5/1/2020,ECHU,1907002-7-MOA269,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,,ne plus prélever,,
MOA269,MOA BELGIUM - Gare Centrale,6/1/2020,6/1/2020,ECHU,1907002-8-MOA269,199.65,0.00,Mail fait au client - 20/04- NE PAS PRELEVER,,,,,
MOA294,CARLA,5/1/2020,5/1/2020,ECHU,1609044-42-MOA294,128.40,0.00,,,,,,
MOA297,LA MAISON DES BONNES AFFAIRES - ETS SALAM,5/1/2020,5/1/2020,ECHU,1609019-44-MOA297,128.40,0.00,Mail fait au client - 06/05 + relance 03/06 + appel le 03/07 : client s'engage à régler par chèque les arriérés,,SERVICE SPECIFIQUE,,,
MOA297,LA MAISON DES BONNES AFFAIRES - ETS SALAM,6/1/2020,6/1/2020,ECHU,1609019-45-MOA297,128.40,0.00,Mail fait au client - 06/05 + relance 03/06 + appel le 03/07 : client s'engage à régler par chèque les arriérés,,SERVICE SPECIFIQUE,,,
MOA297,LA MAISON DES BONNES AFFAIRES - ETS SALAM,7/1/2020,7/1/2020,ECHU,1609019-46-MOA297,128.40,0.00,Mail fait au client - 06/05 + relance 03/06 + appel le 03/07 : client s'engage à régler par chèque les arriérés,,SERVICE SPECIFIQUE,,,
MOA298,CHOCO MAG,4/1/2020,4/1/2020,ECHU,1609043-39-MOA298,128.40,0.00,Mail fait au client - 02/04- NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA298,CHOCO MAG,5/1/2020,5/1/2020,ECHU,1609043-40-MOA298,128.40,0.00,Mail fait au client - 02/04- NE PAS PRELEVER,,,ne plus prélever,,
MOA298,CHOCO MAG,6/1/2020,6/1/2020,ECHU,1609043-41-MOA298,128.40,0.00,Mail fait au client - 02/04- NE PAS PRELEVER,,,,,
MOA327,MOA - LATTES MONTPELLIER,4/1/2020,4/1/2020,ECHU,1609021-40-MOA327,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA327,MOA - LATTES MONTPELLIER,5/1/2020,5/1/2020,ECHU,1609021-41-MOA327,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA327,MOA - LATTES MONTPELLIER,6/1/2020,6/1/2020,ECHU,1609021-42-MOA327,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA329,MOA TOULOUSE FENOUILLET,4/1/2020,4/1/2020,ECHU,1609022-41-MOA329,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA329,MOA TOULOUSE FENOUILLET,5/1/2020,5/1/2020,ECHU,1609022-42-MOA329,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA329,MOA TOULOUSE FENOUILLET,6/1/2020,6/1/2020,ECHU,1609022-43-MOA329,140.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA337,CARLA - MOA,4/1/2020,4/1/2020,ECHU,1909192-5-MOA337,175.20,0.00,Mail fait au client - 02/04,,SUR ORDRE,,,
MOA337,CARLA - MOA,5/1/2020,5/1/2020,ECHU,1909192-6-MOA337,175.20,0.00,Mail fait au client - 02/04,,,,,
MOA339,P M L,5/1/2020,5/1/2020,ECHU,1701085-39-MOA339,175.20,0.00,,,,,,
MOA351,LES ACCESSOIRES DE DINARD,4/1/2020,4/1/2020,ECHU,1706022-34-MOA351,175.20,0.00,Magasin fermé depuis 12/2019 - appel 29/06 + 30/06 + 01/07 + 02/07 pour point sur le compte // relance mail le 07/07,,SUR ORDRE,ne plus prélever,,
MOA351,LES ACCESSOIRES DE DINARD,5/1/2020,5/1/2020,ECHU,1706022-35-MOA351,175.20,175.20,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA352,SAS C & M,4/1/2020,4/1/2020,ECHU,1912115-5-MOA352,175.20,175.20,Mail fait au client - 03/04,29-Jun,SUR ORDRE,,,
MOA360,MOA - LA DEFENSE,4/1/2020,4/1/2020,ECHU,1801070-27-MOA360,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA360,MOA - LA DEFENSE,5/1/2020,5/1/2020,ECHU,1801070-28-MOA360,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA360,MOA - LA DEFENSE,6/1/2020,6/1/2020,ECHU,1801070-29-MOA360,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA366,CYRUS CONSULTING,3/1/2020,3/1/2020,ECHU,1802041-21-MOA366,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,,,
MOA366,CYRUS CONSULTING,4/1/2020,4/1/2020,ECHU,1802041-22-MOA366,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA366,CYRUS CONSULTING,5/1/2020,5/1/2020,ECHU,1802041-23-MOA366,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA366,CYRUS CONSULTING,6/1/2020,6/1/2020,ECHU,1802041-24-MOA366,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA366,CYRUS CONSULTING,7/1/2020,7/1/2020,ECHU,1802041-25-MOA366,175.20,0.00,Echange mail le 07/07 par rapport au compte de prélèvement,,,,,
MOA368,LES ACCESSOIRES DE BEST,1/1/2020,1/1/2020,ECHU,1804061-21-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA368,LES ACCESSOIRES DE BEST,2/1/2020,2/1/2020,ECHU,1804061-22-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA368,LES ACCESSOIRES DE BEST,3/1/2020,3/1/2020,ECHU,1804061-23-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA368,LES ACCESSOIRES DE BEST,4/1/2020,4/1/2020,ECHU,1804061-24-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA368,LES ACCESSOIRES DE BEST,5/1/2020,5/1/2020,ECHU,1804061-25-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA368,LES ACCESSOIRES DE BEST,6/1/2020,6/1/2020,ECHU,1804061-26-MOA368,175.20,0.00,Mail fait au client - 17/03 + 03/04 + Fil client le 29 et 30/06 + mail le 29/06 + 01/07 + 02/07 // relance mail le 07/07,,SUR ORDRE,,,
MOA369,GMC MOD,4/1/2020,4/1/2020,ECHU,1806126-21-MOA369,150.00,0.00,Mail fait au client - le 14/04,,CONTESTATION DEBITEUR,,,
MOA373,CYRUS CONSULTING,4/1/2020,4/1/2020,ECHU,1802040-21-MOA373,175.20,0.00,Echange mail le 07/07 par rapport au compte de prélèvement,,,,,
MOA373,CYRUS CONSULTING,6/1/2020,6/1/2020,ECHU,1802040-23-MOA373,175.20,0.00,Echange mail le 07/07 par rapport au compte de prélèvement,,,,,
MOA373,CYRUS CONSULTING,7/1/2020,7/1/2020,ECHU,1802040-24-MOA373,175.20,0.00,Echange mail le 07/07 par rapport au compte de prélèvement,,,,,
MOA377,HTAG 18,4/1/2020,4/1/2020,ECHU,1806025-19-MOA377,175.20,175.20,"Plan de sauvegarde depuis le 09/03- Mail fait le 07/04 au mandataire judiciaire pour poursuite contrat et échéance rejetée / mandataire ne s'oppose pas à la poursuite du contrat, relance le 10/04",16-Jun,SUR ORDRE,,,
MOA377,HTAG 18,5/1/2020,5/1/2020,ECHU,1806025-20-MOA377,175.20,175.20,"Plan de sauvegarde depuis le 09/03- Mail fait le 07/04 au mandataire judiciaire pour poursuite contrat et échéance rejetée / mandataire ne s'oppose pas à la poursuite du contrat, relance le 10/04",,SUR ORDRE,,,
MOA379,KERAMAR,3/1/2020,3/1/2020,ECHU,1809028-12-MOA379,175.20,0.00,Echange le 20/03 sur l'engagement du contrat,,CONTESTATION DEBITEUR,,,
MOA379,KERAMAR,4/1/2020,4/1/2020,ECHU,1809028-13-MOA379,175.20,0.00,Echange le 20/03 sur l'engagement du contrat,,CONTESTATION DEBITEUR,,,
MOA384,MOA - NOYELLE GODAULT,4/1/2020,4/1/2020,ECHU,1811122-16-MOA384,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA384,MOA - NOYELLE GODAULT,5/1/2020,5/1/2020,ECHU,1811122-17-MOA384,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA384,MOA - NOYELLE GODAULT,6/1/2020,6/1/2020,ECHU,1811122-18-MOA384,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA390,MOA - ROUBAIX,4/1/2020,4/1/2020,ECHU,1710101-29-MOA390,156.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA390,MOA - ROUBAIX,5/1/2020,5/1/2020,ECHU,1710101-30-MOA390,156.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA390,MOA - ROUBAIX,6/1/2020,6/1/2020,ECHU,1710101-31-MOA390,156.00,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA391,MOA- NAILLOUX,4/1/2020,4/1/2020,ECHU,1911163-5-MOA391,128.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA391,MOA- NAILLOUX,5/1/2020,5/1/2020,ECHU,1911163-6-MOA391,128.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA391,MOA- NAILLOUX,6/1/2020,6/1/2020,ECHU,1911163-7-MOA391,128.40,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA431,LES ACCESSOIRES DE LVN,4/1/2020,4/1/2020,ECHU,1901030-13-MOA431,175.20,175.20,Mail fait au client - 06/04,29-Jun,CONTESTATION DEBITEUR,,,
MOA511,MOA - SAINT NAZAIRE,4/1/2020,4/1/2020,ECHU,1710020-28-MOA511,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA511,MOA - SAINT NAZAIRE,5/1/2020,5/1/2020,ECHU,1710020-29-MOA511,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA511,MOA - SAINT NAZAIRE,6/1/2020,6/1/2020,ECHU,1710020-30-MOA511,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA721,MOA Montauban,3/1/2020,3/1/2020,ECHU,2001057-3-MOA721,165.60,0.00,Mail fait au client - 06/04,,SUR ORDRE,,,
MOA721,MOA Montauban,4/1/2020,4/1/2020,ECHU,2001057-4-MOA721,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA721,MOA Montauban,5/1/2020,5/1/2020,ECHU,2001057-5-MOA721,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA721,MOA Montauban,6/1/2020,6/1/2020,ECHU,2001057-6-MOA721,165.60,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
MOA754,MOA CHAMBERY,4/1/2020,4/1/2020,ECHU,1907132-7-MOA754,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,SUR ORDRE,ne plus prélever,,
MOA754,MOA CHAMBERY,5/1/2020,5/1/2020,ECHU,1907132-8-MOA754,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,ne plus prélever,,
MOA754,MOA CHAMBERY,6/1/2020,6/1/2020,ECHU,1907132-9-MOA754,175.20,0.00,Accord trouvé entre Jérôme et le siège moa -NE PAS PRELEVER,,,,,
S00006,ARAMYS,1/1/2020,1/1/2020,ECHU,1710026-1-S00006,549.60,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
S00006,ARAMYS,2/1/2020,2/1/2020,ECHU,1710026-2-S00006,549.60,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
S00006,ARAMYS,3/1/2020,3/1/2020,ECHU,1710026-3-S00006,549.60,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
S00006,ARAMYS,4/1/2020,4/1/2020,ECHU,1710026-4-S00006,549.60,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
S00006,ARAMYS,5/1/2020,5/1/2020,ECHU,1710026-5-S00006,549.60,0.00,Mail fait au client avec mandat et facture - le 01/04 / relance le 10/04 et 17/04,,MANDAT CADUC,,,
S00006,ARAMYS,6/1/2020,6/1/2020,ECHU,1710026-6-S00006,549.60,0.00,Christophe demande à faire des avoirs suite renouvellement en cours,,MANDAT CADUC,,,
S00006,ARAMYS,7/1/2020,7/1/2020,ECHU,1710026-7-S00006,549.60,0.00,Christophe demande à faire des avoirs suite renouvellement en cours,,MANDAT CADUC,,,
S00032,ELEC INDUS,9/3/2019,9/3/2019,ECHU,1005077-27-S00032,1.20,0.00,,,,,,
S00086,DELSALLE CHRSITINE,4/1/2020,4/1/2020,ECHU,1807040-21-S00086,122.41,122.41,Mail fait au client - le 06/04 + relance le 17/04 et 07/05,,PROV INSUFF,,,
S00086,DELSALLE CHRSITINE,5/1/2020,5/1/2020,ECHU,1807040-22-S00086,122.41,122.41,Mail fait au client - le 06/04 + relance le 17/04 et 07/05,,PROV INSUFF,,,
S00086,DELSALLE CHRSITINE,7/1/2020,7/1/2020,ECHU,1807040-24-S00086,122.41,0.00,Demande arrêt télétransmission à la demande de Christophe le 30/06,,PROV INSUFF,,,
S00160,DWS,10/1/2019,10/1/2019,ECHU,0708028-37-S00160,1.20,0.00,,,,,,
S00288,SGA,1/1/2020,1/1/2020,ECHU,1411042-21-S00288,142.80,142.80,Plusieurs mails envoyés (du 18/03 au 06/04) pour relancer ce client // le 06/04 client nous a informé souhaiter mettre fin au contrat depuis septembre mais n'a pas eu de retour,,SUR ORDRE,,,
S00288,SGA,2/1/2020,2/1/2020,ECHU,1411042-22-S00288,142.80,142.80,Plusieurs mails envoyés (du 18/03 au 06/04) pour relancer ce client // le 06/04 client nous a informé souhaiter mettre fin au contrat depuis septembre mais n'a pas eu de retour,,SUR ORDRE,,,
S00288,SGA,3/1/2020,3/1/2020,ECHU,1411042-23-S00288,142.80,142.80,Plusieurs mails envoyés (du 18/03 au 06/04) pour relancer ce client // le 06/04 client nous a informé souhaiter mettre fin au contrat depuis septembre mais n'a pas eu de retour,,SUR ORDRE,,,
S00288,SGA,4/1/2020,4/1/2020,ECHU,1411042-24-S00288,142.80,142.80,Plusieurs mails envoyés (du 18/03 au 06/04) pour relancer ce client // le 06/04 client nous a informé souhaiter mettre fin au contrat depuis septembre mais n'a pas eu de retour,,SUR ORDRE,,,
S00288,SGA,5/1/2020,5/1/2020,ECHU,1411042-25-S00288,142.80,142.80,Plusieurs mails envoyés (du 18/03 au 06/04) pour relancer ce client // le 06/04 client nous a informé souhaiter mettre fin au contrat depuis septembre mais n'a pas eu de retour,,,,,
S00507,AGFA,6/1/2020,6/1/2020,ECHU,1605009-1-S00507,794.40,0.00,Projet de réorganisation - RJ envisagée // appel + mail le 29/06 // le 03/07 : réception nouveau mandat + annonce virement pour régularisation factures de juin et juillet avec date de valeur 16/07,,,,,
S00507,AGFA,7/1/2020,7/1/2020,ECHU,1605009-2-S00507,794.40,0.00,Projet de réorganisation - RJ envisagée // appel + mail le 29/06 // le 03/07 : réception nouveau mandat + annonce virement pour régularisation factures de juin et juillet avec date de valeur 16/07,,,,,
