cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
CET,REICHHART LOGISTIQUE FRANCE,,59750,FEIGNIES,2,327563070,Gérant,JACKL,M,Franz,,489727891,48972789100025,95 RUE DE NEUF MESNIL,2932Z,Fabrication d'autres équipements automobiles,327563080,1744560,12,2006-03-01,SARL unipersonnelle,35000
CET,SALUDIS,,59750,FEIGNIES,2,327660074,Gérant,MILLEVILLE,M,Thierry,,511819591,51181959100013,28 RUE JEAN JAURES,4711D,Supermarchés,,7631986,25,2009-03-31,Société à responsabilité limitée,7000
CET,SOC DE LEVAGE ET MANUTENTION CANTINIAU,,59750,FEIGNIES,2,327536700,Président,CANTINIAU,M,Julien,,317527372,31752737200013,88 RUE DE NEUF MESNIL,4399E,Location avec opérateur de matériel de construction,,2317222,20,1973-01-01,Société par actions simplifiée,160000
CET,SPORTING CLUB DE FEIGNIES,,59750,FEIGNIES,2,327673452,,,,,,379878408,37987840800028,1 PL DU 8 MAI 1945,9311Z,Gestion d'installations sportives,,,20,1951-09-01,Association déclarée,
CET,COVIT,,59740,FELLERIES,2,962001463,Gérant,TAVIAUX,M,Pascal,,487719049,48771904900016,12 IMP DES BELLEUX,4391B,Travaux de couverture par éléments,327616600,632301,12,2005-12-08,Société à responsabilité limitée,7500
CET,BEUVELET BENOIT MAURICE,,59680,FERRIERE LA GRANDE,2,327654016,,,,,,328416995,32841699500020,84 RUE E. LESAFFRE,4391B,Travaux de couverture par éléments,327397047,,10,1983-10-10,Artisan,
CET,ETABLISSEMENTS WILLAME,,59680,FERRIERE LA GRANDE,2,327646176,Président,LEFEVRE,MME,Marie-Christine,,445920358,44592035800014,8 RUE P. F. DUMONT,2511Z,Fabrication de structures métalliques et de parties de structures,327647111,1810528,17,1959-01-01,Société par actions simplifiée,278880
CET,RESIDENCE LAPIERRE BLEUE,,59680,FERRIERE LA GRANDE,2,556112112,Gérant,TEYCHENEY,M,Patrick Jean Marie,,490552650,49055265000023,145 RUE DE LA BARRIERE,8710A,Hébergement médicalisé pour personnes âgées,,2444330,43,2006-06-01,SARL unipersonnelle,7500
CET,ETABLISSEMENTS JEU,,59680,FERRIERE LA PETITE,2,327620318,Gérant,JEU,M,Joel,,326276243,32627624300010,RUE LEO LAGRANGE,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",,699407,10,1970-01-01,Société à responsabilité limitée,7622
CET,AIDE FAMILIALE DE LA REGION DE FOURMIE,,59610,FOURMIES,2,327607100,,,,,,387574957,38757495700016,12 C RUE HENRI DUNANT,8899B,Action sociale sans hébergement n.c.a.,327603448,,10,1992-05-01,Association déclarée,
CET,CENTRE SOCIO CULTUREL DE FOURMIES,,59610,FOURMIES,2,327608181,,,,,,783623721,78362372100017,19 RUE DES ROUETS,8899B,Action sociale sans hébergement n.c.a.,327608199,,20,1900-01-01,Association déclarée,
CET,DEWEZ,,59610,FOURMIES,2,327564636,Gérant,FLAMENT,MME,Marie Noelle,,835780537,83578053700030,LA MARLIERE,3832Z,Récupération de déchets triés,,5125584,14,1957-01-01,Société à responsabilité limitée,262154
CET,ECOMUSEE DE L AVESNOIS,,59610,FOURMIES,2,327606611,,,,,,322376542,32237654200013,PL MARIA BLONDEAU,9102Z,Gestion des musées,327608888,,20,1981-06-09,Association déclarée,
CET,HALTE GARDERIE & CRECHE L ENVOL,,59610,FOURMIES,2,327604176,,,,,,783623689,78362368900057,1 RUE JEAN BAPTISTE LEBAS,8891A,Accueil de jeunes enfants,,,10,1983-09-01,Association déclarée,
CET,JOME,,59610,FOURMIES,2,327595967,Gérant,CHAMPOUX,M,Jean,,448265249,44826524900012,RUE THEOPHILE LEGRAND,5610C,Restauration de type rapide,,2087772,24,2003-04-01,Société à responsabilité limitée,7500
CET,LABORATOIRES GOBLET DAUMAS,,59610,FOURMIES,2,327602424,Président,GOBLET,M,Eric,,446920431,44692043100025,RUE THEOPHILE LEGRAND,3250A,Fabrication de matériel médico-chirurgical et dentaire,,2568421,41,1969-01-01,Société par actions simplifiée,67600
CET,MISSION LOCALE RURALE DE L'AVESNOIS,,59610,FOURMIES,2,327595910,,,,,,451498810,45149881000063,20 RUE SENCIER,8790A,Hébergement social pour enfants en difficultés,327578945,,20,2003-12-01,Association déclarée,
CET,REMORQUES HUBIERE,,59610,FOURMIES,2,327605400,Président,BLAISE,M,Laurent Jean Louis Jules,,344766258,34476625800026,RUE MARCEAU BATTEUX,2920Z,Fabrication de carrosseries et remorques,,8868410,43,1988-02-01,Société par actions simplifiée,215000
CET,SA DES ETANGS,,59610,FOURMIES,2,327602934,Président du conseil d'administration,RUBI SIGUERO,M,Eduardo,,320291297,32029129700010,11 RUE FERNAND PECHEUX,4711D,Supermarchés,327608645,5193948,24,1980-10-13,SA à conseil d'administration,165000
CET,SARL EURO-PERFORMANCE,,59610,FOURMIES,2,327599140,Gérant,SEMERY,M,Thierry,,480514876,48051487600022,8 RUE MARIE LOUISE MEYER,2562B,Mécanique industrielle,327607913,1956293,26,2005-01-19,Société à responsabilité limitée,120000
CET,SARL GOURISSE SERGE,,59610,FOURMIES,2,327602189,Gérant,SOMMERARD,M,Charles Philippe Daniel Henri,,347552184,34755218400025,8 A RUE DU GEN C GOUTTIERE,4322B,Travaux d'installation d'équipements thermiques et de climatisation,,1411890,17,1988-07-01,Société à responsabilité limitée,7622
CET,SARL RESTONORD,,59610,FOURMIES,2,327652858,Gérant non associé,RICARD,M,Jean-Luc Raymond Paul,,491486577,49148657700019,RUE THEOPHILE LEGRAND,5610B,Cafétérias et autres libres-services,,757147,16,2006-07-28,Société à responsabilité limitée,8000
CET,SCP ANTOINE DAME ET ERIC POTIER,,59610,FOURMIES,2,327600663,Associé-gérant,POTIER,M,Eric,,348637752,34863775200026,58 RUE SAINT LOUIS,6910Z,Activités juridiques,,,10,1988-10-01,Société civile professionnelle,284800
CET,SISTA,,59610,FOURMIES,2,327600569,,,,,,783623184,78362318400018,2 RUE LOUIS BRAILLE,8621Z,Activité des médecins généralistes,,,10,1900-01-01,Association déclarée,
CET,SOC EXPLOITATION DES ETS DECAUX,,59610,FOURMIES,2,327608110,Président,DECAUX,M,Jean,,447020447,44702044700044,LA MARLIERE,4759A,Commerce de détail de meubles,,5297773,28,1970-01-01,Société par actions simplifiée,100000
CET,TEXAM INTERNATIONAL,,59610,FOURMIES,2,327561600,Gérant,PARMENTIER,M,Maurice Eugene Guy,,410826283,41082628300021,17 RUE CHARLES PETIT,4644Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",,,20,1997-01-02,Société à responsabilité limitée,150000
CET,ETABLISSEMENTS MEURANT,,59600,GOGNIES CHAUSSEE,2,327531570,Président,MEURANT,M,Jean,,998155816,99815581600023,CHE DE ROGERIES,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,,11580356,32,1976-01-01,Société par actions simplifiée,150000
CET,EURL TAISNE,,59144,GOMMEGNIES,2,327499917,Gérant,TAISNE,M,Laurent Etienne Marie,,452872690,45287269000014,2 COUR DE LA GARE,4332A,Travaux de menuiserie bois et PVC,,1404890,14,2004-03-10,SARL unipersonnelle,15000
CET,EUROFOURS,,59144,GOMMEGNIES,2,327281818,Président du conseil d'administration,LANCELOT,M,Stephane Pierre Lionel,,397573361,39757336100011,577 RUE CELESTIN HENNION,2821Z,Fabrication de fours et brûleurs,327498041,25026110,180,1994-06-15,SA à conseil d'administration,2206880
CET,CEVINOR,,59440,HAUT LIEU,2,327610665,Président,WECXSTEEN,M,Jean Denis André,,312382336,31238233600021,3 RTE DE CARTIGNIES,4623Z,Commerce de gros (commerce interentreprises) d'animaux vivants,327579923,32518431,37,1978-01-01,Société coopérative agricole,1
CET,SICA CEV,,59440,HAUT LIEU,2,327615222,Gérant,WECXSTEEN,M,Jean Denis André,,323839936,32383993600016,RTE DE CARTIGNIES,4722Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,,5876888,47,1982-01-01,Société à responsabilité limitée,7622
CET,ARBUATTI PARPAINGS,,59330,HAUTMONT,2,327634890,Président,ARBUATTI,M,Sandro,,513528745,51352874500013,104 RUE DES USINES,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,3368049,13,2009-07-01,Société par actions simplifiée,100000
CET,AVESNOIS ENVIRONNEMENT,,59330,HAUTMONT,2,327636465,Gérant,FLAMME,M,Etienne Claude Vincent,,482295813,48229581300018,SOUS LE MONT,3811Z,Collecte des déchets non dangereux,,4683852,28,2005-04-14,Société à responsabilité limitée,40000
CET,ETABLISSEMENTS JOUANNOT ET COMPAGNIE,,59330,HAUTMONT,2,327686868,Président,SFREDDO,M,Eric,,445720899,44572089900027,158 B RUE DE LOUVROIL,4321A,Travaux d'installation électrique dans tous locaux,327686860,5922266,42,1957-01-01,Société par actions simplifiée,93000
CET,FERMETURES JOEL AUQUIERT,,59330,HAUTMONT,2,327639615,Gérant,VANHOUTTE,M,Marc,,350232567,35023256700015,273 RTE DE LANDRECIES,4332B,Travaux de menuiserie métallique et serrurerie,327638466,1514436,13,1989-01-01,Société à responsabilité limitée,154575
CET,HOPITAL D'HAUTMONT,,59330,HAUTMONT,2,327636020,,,,,,265906883,26590688300011,136 RUE GAMBETTA,8610Z,Activités hospitalières,327636021,,200,1982-01-01,Etablissement d'hospitalisation,
CET,MAJEMON,,59330,HAUTMONT,2,327661133,Président du conseil d'administration,LEWANDOWSKI,M,Christian,,434329033,43432903300014,VOIE RAPIDE HAUTMONT MAUBEUGE,4711D,Supermarchés,327663722,9683093,26,2000-12-04,SA à conseil d'administration,96000
CET,MULTI SERVICES JOUANNOT,,59330,HAUTMONT,2,327686868,Gérant,SFREDDO,M,Eric,,508027307,50802730700018,158 B RUE DE LOUVROIL,4321A,Travaux d'installation électrique dans tous locaux,327686860,1359827,16,2008-09-11,SARL unipersonnelle,10000
CET,OMONTANA,,59330,HAUTMONT,2,327672746,Associé-gérant,MOIRET,M,Pascal,,428161707,42816170700016,RUE DE LOUVROIL,5610A,Restauration traditionnelle,,1988641,17,1999-12-01,Société à responsabilité limitée,22867
CET,SOC HANNOTHIAUX P,,59330,HAUTMONT,2,327637677,Président,HANNOTHIAUX,M,Philippe,,446720633,44672063300010,124 RUE DU FORT,4332B,Travaux de menuiserie métallique et serrurerie,,1526314,15,1957-01-01,Société par actions simplifiée,150000
CET,SOC WEBER ET COMPAGNIE,,59330,HAUTMONT,2,327638033,Directeur général,HOUARD,M,Bruno,,446020380,44602038000015,39 RUE DU FORT,3320A,"Installation de structures métalliques, chaudronnées et de tuyauterie",327663621,1263015,16,1960-01-01,SA à conseil d'administration,40000
CET,SOC MARBRERIE WALQUEMAN,,59570,HON HERGIES,2,327631751,Gérant,WALQUEMANNE,M,Etienne,,389942194,38994219400017,47 RUE DE LA MARNE,2370Z,"Taille, façonnage et finissage de pierres",327669500,1233191,15,1992-11-01,Société à responsabilité limitée,108238
CET,CARRIERES D HOUDAIN,,59570,HOUDAIN LEZ BAVAY,2,327631171,Président du conseil de surveillance,VEYER BRION,MME,Francoise,,445821002,44582100200018,LD TROU SARAZIN,0812Z,"Exploitation de gravières et sablières, extraction d'argiles et de kaolin",327631610,3411001,18,1958-01-01,Société par actions simplifiée,211200
CET,BRASSERIE DUYCK,,59144,JENLAIN,2,327497003,Président du conseil de surveillance,DUYCK,M,Robert,,401162201,40116220100024,RTE NATIONALE,1105Z,Fabrication de bière,,13848266,42,1995-05-17,Société par actions simplifiée,4282200
CET,ARC EN CIEL,,59460,JEUMONT,2,327668397,,,,,,380421693,38042169300033,"BD BROUSSAIS""IMM MARRONNIERS""",8899B,Action sociale sans hébergement n.c.a.,,,20,1990-02-01,Association déclarée,
CET,COMEPAL,,59460,JEUMONT,2,327393300,Gérant,SANDRART,M,Philippe Andre Maurice,,438564064,43856406400014,RUE DE LA RENAISSANCE,1623Z,Fabrication de charpentes et d'autres menuiseries,,2350063,11,2001-06-07,Société à responsabilité limitée,64000
CET,CTRE COM ACTION SOCIALE DE JEUMONT,,59460,JEUMONT,2,327530303,,,,,,265903245,26590324500040,98 RUE HECTOR DESPRET,8899B,Action sociale sans hébergement n.c.a.,327670782,,10,1978-01-01,Centre communal d'action sociale,
CET,ETS DUFOSSEZ & FILS,,59460,JEUMONT,2,327394033,Président Directeur Général,DETRAIT,M,Michel Maurice Gaston,,304053945,30405394500024,503 RUE HECTOR DESPRET,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,327399457,1733450,11,1900-01-01,SA à conseil d'administration,59200
CET,EURO DRUM SERVICE & LOGISTIC,,59460,JEUMONT,2,327642375,Gérant,BEC,M,Damien,,450808662,45080866200024,594 RUE DE COLLERET,1624Z,Fabrication d'emballages en bois,327642702,2167930,13,2003-11-10,Société à responsabilité limitée,8000
CET,IMPRIMERIE ROUE,,59460,JEUMONT,2,327395187,,,,,,447120361,44712036100012,440 RUE LEON BLUM,1812Z,Autre imprimerie (labeur),327393001,1493036,16,1963-01-01,Société à responsabilité limitée,30490
CET,ROCABILLI,,59460,JEUMONT,2,327670760,Président,BERTHOLET,M,Xavier,,330406521,33040652100014,818 RUE DU MARECHAL LECLERC,4711D,Supermarchés,,21024677,46,1984-07-30,Société par actions simplifiée,96000
CET,SIMEP,,59460,JEUMONT,2,327686262,Président,SERVICES IMMOBILIERS LOGISTIQUES - EN ABREGE S.I.L,M,Franck Andre Robert,GRIMONPREZ,343587614,34358761400037,362 RUE DE L INDUSTRIE,1624Z,Fabrication d'emballages en bois,,1233327,10,1988-01-01,Société par actions simplifiée,52048
CET,SOC CONSTRUCTION MAINTENANCE INDUSTRIE,,59460,JEUMONT,2,327624375,Gérant,CABEZON,M,Juan Carlos,,352913776,35291377600022,RUE DES ARTISANS,2562B,Mécanique industrielle,,824929,11,1989-11-01,Société à responsabilité limitée,100000
CET,VOLETS JEUMONT,CLI,59460,JEUMONT,2,327395084,Gérant non associé,BATHEUX,M,Jean Pierre,,315175000,31517500000027,77 RUE DE SOLRE SUR SAMBRE,4332A,Travaux de menuiserie bois et PVC,,1112976,14,1979-01-01,SARL unipersonnelle,7622
CET,LACOURT FRERES,,59530,JOLIMETZ,2,327475656,Gérant,LACOURT,M,Gilles,,331576942,33157694200014,CHE DU MOULIN,4941B,Transports routiers de fret de proximité,327475655,1619718,11,1984-09-24,Société à responsabilité limitée,24000
CET,LORBAN & CIE,,59570,LA LONGUEVILLE,2,327621576,Président,LORBAN,M,Philippe Pierre,,447220096,44722009600021,46 RUE DES CHASSEURS A PIED,4312A,Travaux de terrassement courants et travaux préparatoires,327652122,20044380,177,1972-01-01,Société par actions simplifiée,1149780
CET,BLAIRON MARBRERIE POMPES FUNEBRES,,59550,LANDRECIES,2,975871686,Gérant,BLAIRON,M,Pascal Rene Camille,,325696441,32569644100014,16 AV VILLARS,9603Z,Services funéraires,327847523,1565736,13,1963-01-01,Société à responsabilité limitée,100000
CET,CTRE COM ACTION SOCIALE DE LANDRECIES,,59550,LANDRECIES,2,327777482,,,,,,265903310,26590331000018,BD ANDRE BONNAIRE,8899B,Action sociale sans hébergement n.c.a.,,,20,1978-01-01,Centre communal d'action sociale,
CET,DESPREZ DIDIER DANIEL,,59550,LANDRECIES,2,327847108,,,,,,341943538,34194353800015,39 AV DE LA LEGION D'HONNEUR,1071C,Boulangerie et boulangerie-pâtisserie,,,10,1987-06-15,Affaire personnelle commerçant,
CET,ETABLISSEMENT DEVRESSE,,59550,LANDRECIES,2,327774501,Gérant,DEVREESE,M,Francois Rene Christian,,428172118,42817211800021,29 RTE DE FONTAINE AU BOIS,4332A,Travaux de menuiserie bois et PVC,327773520,1670995,22,1999-10-01,Société à responsabilité limitée,21500
CET,MAISON DE RETRAITE,,59550,LANDRECIES,2,327847321,,,,,,265907337,26590733700025,11 AV DU MARECHAL FOCH,8710A,Hébergement médicalisé pour personnes âgées,327771800,,20,1983-03-01,Etablissement public local social et médico-social,
CET,PARIS,,59550,LANDRECIES,2,327847385,Gérant,PARIS,M,Frederic Michel Ghislain,,397836388,39783638800017,5 RUE DU QUESNOY,4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",,5993019,13,1994-07-01,Société à responsabilité limitée,120000
CET,DELVA FRANCE,,59219,LAROUILLIES,2,327592263,Président,SOCIETE COOPERATIVE AGRICOLE CERENA SIGLE : CERENA,,,,448805143,44880514300014,37 RTE NATIONALE 2,4621Z,"Commerce de gros (commerce interentreprises) de céréales, de tabac non manufacturé, de semences et d'aliments pour le bétail",327592358,40378037,43,2003-05-28,Société par actions simplifiée,1845597
CET,ENTREPRISE BASCOP,,59530,LE QUESNOY,2,327264663,Président,DEBROUX,M,Pierre,,390802882,39080288200048,7 CHE DES CROIX,8130Z,Services d'aménagement paysager,,2998625,32,1993-04-14,Société par actions simplifiée,50000
CET,FIEVET GUILLAUME ANDRE ALBERT,,59530,LE QUESNOY,2,327490049,,,,,,448939462,44893946200017,20 RUE CASIMIR FOURNIER,1071D,Pâtisserie,327205611,,10,2003-05-01,Affaire personnelle artisan commerçant,
CET,FONQUES,,59530,LE QUESNOY,2,327276107,Président,LAVALARD,M,Philippe Robert,,339937369,33993736900017,RTE DE VALENCIENNES,4711F,Hypermarchés,,42339623,113,1987-01-15,Société par actions simplifiée,64000
CET,HFC,,59530,LE QUESNOY,2,327615253,Président,COUTEAUX,M,Jean Pierre,,393808688,39380868800021,LES PRES DU ROI,6420Z,Activités des sociétés holding,,4187442,10,1994-01-01,Société par actions simplifiée,40000
CET,LA BASCULE,,59530,LE QUESNOY,2,327205914,Gérant,BOURSIEZ,M,Jean Francois,,479413908,47941390800019,LES PRES DU ROI,5630Z,Débits de boissons,,156600,23,2004-11-06,Société à responsabilité limitée,7500
CET,LA PHARMACIE DES REMPARTS,,59530,LE QUESNOY,2,327490326,Gérant,BASTIANELLI,M,Jean,,411547722,41154772200016,2 RUE LEON GAMBETTA,4773Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,327492140,,10,1997-03-01,Société en nom collectif,15244
CET,LE CHALET DU QUESNOY,,59530,LE QUESNOY,2,327495528,Président,FOREST,M,Marc Maurice Gustave,,482379989,48237998900015,CHE DE GHISSIGNIES,5610A,Restauration traditionnelle,327492700,1262985,18,2005-05-17,Société par actions simplifiée,30000
CET,SARL TRPRTS COUTEAUX CARS HAINAUT,,59530,LE QUESNOY,2,327515253,Gérant,COUTEAUX,M,Jean Pierre,,447220070,44722007000034,LES PRES DU ROI,4939A,Transports routiers réguliers de voyageurs,,16289617,152,1972-01-01,Société à responsabilité limitée,188160
CET,SOC FIDUCIAIR EXPERT COMPTABLE HAINAUT,,59530,LE QUESNOY,2,327515858,Président,SIX,M,Emmanuel Francois Bernard,,479485294,47948529400017,14 RUE ACHILLE CARLIER,6920Z,Activités comptables,,2916435,36,2004-10-13,Société par actions simplifiée,210000
CET,TELLIER CHRISTOPHE,,59530,LE QUESNOY,2,327262906,,,,,,343694568,34369456800019,50 RTE DE VALENCIENNES,0124Z,Culture de fruits à pépins et à noyau,,,10,1988-01-01,Exploitant agricole,
CET,ANGEL ELECTRICITE GENERALE,,59620,LEVAL,2,327391895,Président,DUBOIS,M,Stephane,,324044668,32404466800022,16 RUE CAMPIN,4321A,Travaux d'installation électrique dans tous locaux,327665566,803023,10,1979-01-01,Société par actions simplifiée,40000
CET,ASS GESTION INNOVATION INSERTION ECONO,,59720,LOUVROIL,2,327657889,,,,,,399845114,39984511400020,11 CHE DE LIMONT,8899B,Action sociale sans hébergement n.c.a.,,,100,1995-01-01,"Association déclarée ""entreprises d'insertion par l'économique""",
CET,CENTRE SOCIO CULTUREL RAIL ATAC,,59720,LOUVROIL,2,327658580,,,,,,325867208,32586720800028,1 RUE DU PARADIS,8899B,Action sociale sans hébergement n.c.a.,,,20,1982-11-01,Association déclarée,
CET,HAUTMONTOISE CONSTRUCTIONS INDUSTRIELL,,59720,LOUVROIL,2,327644972,Président du conseil de surveillance,CARETTE,MME,Francoise Therese Juliette,,312757792,31275779200048,13 RUE DE LA RESISTANCE,2562B,Mécanique industrielle,327641088,2528769,19,1978-01-01,SA nationale à directoire,78000
CET,LISSE,,59720,LOUVROIL,2,327646608,Président,BASSI,M,Pierre Joseph Victor,,327697728,32769772800019,RUE LISSE,2841Z,Fabrication de machines-outils pour le travail des métaux,,2643334,18,1983-07-04,Société par actions simplifiée,204000
CET,MENUISERIE DU VAL DE SAMBRE,,59720,LOUVROIL,2,327532626,Président,BERTRAND CONSEILS,,,,412369043,41236904300010,10 RUE DE LA PAIX,4332A,Travaux de menuiserie bois et PVC,,2435986,24,1997-05-09,Société par actions simplifiée,40000
CET,SAMBRE ENVIRONNEMENT,,59720,LOUVROIL,2,327636465,Gérant,FLAMME,M,Etienne,,449134881,44913488100019,RUE DU DISPATCHING,3811Z,Collecte des déchets non dangereux,,3466015,28,2003-06-06,Société à responsabilité limitée,40000
