"societe";"ref";"date";"produit";"date2";"compte_absystech_before";"compte_absystech_after";"type";"quantite";" prix ";"id_facture_ligne";"type_facture"
"PAPP4";"FLI19080036";01/08/2019;"Microsoft Office 365 Business - Licence d'abonnement - 1 utilisateur - Offre sans engagement - Agréé Microsoft - MOLP: Open Business - Open (Comprend Word, Excel, Outlook, PowerPoint et OneNote) Support hotline AbsysTech illimité";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 12.80 ";44382;"facture_periodique"
"SAFER Hauts de France";"FLI19080037";01/08/2019;"AbsysTech Cloud Backup Pack Business - Jusque 1To de données stockées - Disponible Windows, Mac et Linux - Données stockées dans le Cloud sur un serveur en France - Cryptage 448 bits - Support par ticket hotline - Support téléphonique - Pas de limite du nombre de postes sauvegardés - Accès aux options Serenity et Boost recovery - Forfait ajustable (par mois)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 50.00 ";44385;"facture_periodique"
"SAFER Hauts de France";"FLI19080037";01/08/2019;"Licence 1 poste avec option Serenity (par mois)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"2.00";" 6.00 ";44386;"facture_periodique"
"SOC EXPLOITATION ETS PALLEN";"FLI19080038";01/08/2019;"Abonnement mensuel Cloudbackup 100Go 1 utilisateur";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 25.00 ";44389;"facture_periodique"
"SOC EXPLOITATION ETS PALLEN";"FLI19080038";01/08/2019;"Location mensuelle d'un serveur DELL avec 2 disques 500 Go, 8 Go de RAM et Windows serveur 2016";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 150.00 ";44390;"facture_periodique"
"SOC EXPLOITATION ETS PALLEN";"FLI19080039";01/08/2019;"Microsoft Office 365 E3 comprenant Office, Exchange ainsi que le support technique (hors utilisation des logiciels) s'y afférent";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"4.00";" 25.70 ";44392;"facture_periodique"
"SORELI";"FLI19080040";01/08/2019;"Prestation d'assistance en régie pour un forfait de 3h30, tous les vendredis de 8h30 à 12h, à 1242.50¤ HT par mois";01/08/2019;"PRESTATIONS - ABO TACITE";"MAINTENANCE INFRA";"service";"1.00";" 1242.50 ";44394;"facture_periodique"
"SORELI";"FLI19080041";01/08/2019;"Compte Microsoft Office 365 Business Premium - Licence d'abonnement mensuelle sans engagement avec support technique illimité pour l'ensemble des fonctionnalités basiques de la suite Office - 1 utilisateur - hébergé - agréé Microsoft - Microsoft OneNote/Publisher (Windows only) - Single Language (comprend Word, Excel, PowerPoint, Outlook, OneNote, Publisher, OneDrive Entreprise, Skype Entreprise)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"46.00";" 15.50 ";44396;"facture_periodique"
"SORELI";"FLI19080042";01/08/2019;"Infogérance Kaspersky Antivirus - Pilotage et supervision de l'état des antivirus sur console de management centralisée";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"50.00";" 0.50 ";44399;"facture_periodique"
"SORELI";"FLI19080042";01/08/2019;"Kaspersky Endpoint Security for Business - Select - Postes de travail et serveurs - Par mois / engagement mensuel (Tranche 50 à 99 licences)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"50.00";" 2.33 ";44400;"facture_periodique"
"Teta";"FLI19080043";01/08/2019;"Mois d'hébergement serveur dédié inventaire2016.absystech.net (gallium EC2)";01/08/2019;"LOCATION HEBERGEMENT";"MAINTENANCE INFRA";"service";"1.00";" 100.00 ";44402;"facture_periodique"
"THEYS ASSAINISSEMENT";"FLI19080044";01/08/2019;"Controller Unifi - Interface web centralisée - Hébergement sur le Cloud privé d'AbsysTech - Administration générale par AbsysTech - Monitoring des équipements Unifi (switch, routeur, borne Wi-Fi, etc.) - Politique de sécurité - Prévention d'intrusion - Qualité de service (QoS) avec réservation de la bande passante - Gestion des mots de passe - Gestion des accès utilisateurs - Mise à jour firmwares des équipements - Génération identifiants et mots de passe pour l'administrateur interne";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 31.00 ";44404;"facture_periodique"
"Transalog";"FLI19080045";01/08/2019;"Abonnement mensuel Microsoft Office 365 Business Essentials Support technique AbsysTech illimité - Engagement 36 mois";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"32.00";" 7.75 ";44406;"facture_periodique"
"VMD";"FLI19080046";01/08/2019;"Accès distant sécurisé par le biais d'un lien VPN dédié associé au routeur USG (Offre sans engagement venant remplacer les anciens liens VPN mis en place en juin 2018, devis ADLI18060008)";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"2.00";" 20.00 ";44409;"facture_periodique"
"VMD";"FLI19080046";01/08/2019;"Maintenance et infogérance du routeur USG - Comprend les mises à jour mensuelles software du système";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 5.00 ";44410;"facture_periodique"
"Lestienne Immobilier";"FLI19080047";01/08/2019;"Microsoft Office 365 Business - Licence d'abonnement - 1 utilisateur - Offre sans engagement - Une licence comprend les logiciels Office complets installés sur 5 PC ou Mac, 5 téléphones et 5 tablettes par utilisateur - Agréé Microsoft - MOLP: Open Business - Open (Comprend Word, Excel, Outlook, PowerPoint et OneNote + Publisher et Acess sur PC uniquement)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"5.00";" 10.30 ";44418;"facture_periodique"
"Lestienne Immobilier";"FLI19080048";01/08/2019;"Compte Google Apps for Work - Messagerie POP / IMAP / Webmail - mensuelle";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"89.00";" 4.00 ";44420;"facture_periodique"
"Lestienne Immobilier";"FLI19080049";01/08/2019;"Abonnement hébergement comprenant le domaine jlw.fr, 1 espace de stockageu jusque 10 Go, 5 bases de données, la sauvegarde sur 7 jours des bdd et des sites, l'accès au support illimité pour l'hébergement, la gestion de DNS, Ports et MX, l'accès FTP et aux bases de données";01/08/2019;"VENTE D'ABONNEMENTS";"MAINTENANCE INFRA";"marchandise";"1.00";" 50.00 ";44424;"facture_periodique"
"Lestienne Immobilier";"FLI19080049";01/08/2019;"Gestion Nom de domaine complementaire : lion-lille.fr,  brique-rouge.fr, brique-rouge.com, briquerougeimmobilier.fr, briquerougeimmobilier.com, briquerouge.fr, briquerouge.com";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"7.00";" 1.90 ";44425;"facture_periodique"
"Lestienne Immobilier";"FLI19080049";01/08/2019;"Base de données supplémentaire";01/08/2019;"VENTE D'ABONNEMENTS";"VENTES DE MARCHANDISES";"marchandise";"1.00";" 10.00 ";44426;"facture_periodique"
"Cléodis";"FLI19070142";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"2.50";" 67.14 ";44435;"facture_periodique"
"Cléodis";"FLI19070142";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 75.71 ";44436;"facture_periodique"
"Cléodis";"FLI19070142";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 61.43 ";44437;"facture_periodique"
"Cléodis";"FLI19070143";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.25";" 67.14 ";44442;"facture_periodique"
"Cléodis";"FLI19070143";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 75.71 ";44443;"facture_periodique"
"Cléodis";"FLI19070144";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 67.14 ";44450;"facture_periodique"
"Cléodis";"FLI19070144";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"1.25";" 75.71 ";44451;"facture_periodique"
"Cléodis";"FLI19070144";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 61.43 ";44452;"facture_periodique"
"Cléodis";"FLI19070145";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"99.00";" 67.14 ";44461;"facture_periodique"
"Cléodis";"FLI19070145";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 75.71 ";44462;"facture_periodique"
"Cléodis";"FLI19070145";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"1.00";" 61.43 ";44463;"facture_periodique"
"Cléodis";"FLI19070145";31/07/2019;"Expertise";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 98.57 ";44464;"facture_periodique"
"Cléodis";"FLI19070146";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"221.83";" 67.14 ";44471;"facture_periodique"
"Cléodis";"FLI19070146";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"22.75";" 75.71 ";44472;"facture_periodique"
"Cléodis";"FLI19070146";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 61.43 ";44473;"facture_periodique"
"Cléodis";"FLI19070147";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"27.80";" 67.14 ";44482;"facture_periodique"
"Cléodis";"FLI19070147";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"7.28";" 75.71 ";44483;"facture_periodique"
"Cléodis";"FLI19070147";31/07/2019;"Expertise";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 98.57 ";44484;"facture_periodique"
"Cléodis";"FLI19070147";31/07/2019;"Développeur junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 61.43 ";44485;"facture_periodique"
"Cléodis";"FLI19070148";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"65.25";" 67.14 ";44494;"facture_periodique"
"Cléodis";"FLI19070148";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"19.00";" 75.71 ";44495;"facture_periodique"
"Cléodis";"FLI19070148";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"81.00";" 61.43 ";44496;"facture_periodique"
"Cléodis";"FLI19070148";31/07/2019;"Expertise";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 98.57 ";44497;"facture_periodique"
"Cléodis";"FLI19070149";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"60.17";" 67.14 ";44506;"facture_periodique"
"Cléodis";"FLI19070149";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"29.25";" 75.71 ";44507;"facture_periodique"
"Cléodis";"FLI19070149";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"50.00";" 61.43 ";44508;"facture_periodique"
"Cléodis";"FLI19070149";31/07/2019;"Expertise";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"7.50";" 98.57 ";44509;"facture_periodique"
"Cléodis";"FLI19070150";31/07/2019;"Développeur Sénior";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"2.00";" 67.14 ";44518;"facture_periodique"
"Cléodis";"FLI19070150";31/07/2019;"Chef de Projet";31/07/2019;"PRESTATIONS INFRA";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 75.71 ";44519;"facture_periodique"
"Cléodis";"FLI19070150";31/07/2019;"Développeur Junior";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 61.43 ";44520;"facture_periodique"
"Cléodis";"FLI19070150";31/07/2019;"Expertise";31/07/2019;"PRESTATIONS - ABO TACITE";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 98.57 ";44521;"facture_periodique"
"Cléodis";"FLI19080050";01/08/2019;"Abonnement Mensuel Cle?oscope - Tranche 1 a? 25 utilisateurs";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 100.00 ";44524;"facture_periodique"
"Cléodis";"FLI19080051";01/08/2019;"Abonnement mensuel Microsoft Office 365 Business Essentials, Support technique AbsysTech illimité";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"16.00";" 9.20 ";44527;"facture_periodique"
"Cléodis";"FLI19080051";01/08/2019;"Abonnement Mensuel - Microsoft Office Business Premium - support inclus [DLI18060017]";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"3.00";" 15.50 ";44528;"facture_periodique"
"Cléodis";"FLI19080052";01/08/2019;"Abonnement 4G pour modem (les consommations voix, SMS, MMS, N° spéciaux seront facturés en sus) - Utilisable en France métropolitaine uniquement - Utilisable dans le modem fourni par AbsysTech uniquement.";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 23.00 ";44530;"facture_periodique"
"Cléodis";"FLI19080053";01/08/2019;"Environnement Mono-Datacenter VM Web+BDD (8 vCPU / 8 Go Ram / 16 Go Swap / 50 Go DD ultra haute vitesse + 100 Go DD - Vlan supplémentaire) - Sauvegarde 7 jours - Infogérance - 10Mb/s - (installation et migration réalisées dans le cadre du contrat de régie)";01/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 655.90 ";44546;"facture_periodique"
"Cléodis";"FLI19080053";01/08/2019;"Remise Cleodis";01/08/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" -55.90 ";44547;"facture_periodique"
"Cléodis";"FLI19080053";01/08/2019;"Environnement Mono-Datacenter - Extension 100 Go DD - Sauvegarde 7 jours [DLI17110043]";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 41.00 ";44548;"facture_periodique"
"Cléodis";"FLI19080054";01/08/2019;"Environnement Mono-Datacenter VM Web+BDD (4 vCPU / 8 Go Ram / 42 Go Swap / 50 Go DD ultra haute vitesse + 150 Go DD) - Sauvegarde 7 jours - Infogérance - 10Mb/s - (installation et migration réalisées dans le cadre du contrat de régie)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 888.30 ";44557;"facture_periodique"
"Cléodis";"FLI19080054";01/08/2019;"Remise Cleodis";01/08/2019;"PRESTATIONS INFRA";"VENTE D'ABONNEMENTS";"service";"1.00";" -90.00 ";44558;"facture_periodique"
"Cléodis";"FLI19080054";01/08/2019;"Extension 150Go d'espace disque - standard";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 48.00 ";44559;"facture_periodique"
"Cléodis";"FLI19080054";01/08/2019;"Extension 1Go RAM - monodatacenter - Serveur Recette - DLI19060019";01/08/2019;"PRESTATIONS - ABO TACITE";"VENTE D'ABONNEMENTS";"service";"4.00";" 10.50 ";44560;"facture_periodique"
"Cléodis";"FLI19070151";31/07/2019;"Environnement Multi-Datacenter VM Web+BDD (1 vCPU / 2 Go Ram / 50 Go DD ultra haute vitesse + 1 IP supplémentaire) - Sauvegarde 7 jours - Infogérance avancée (installation réalisée dans le cadre du contrat de régie Boulanger)";31/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 553.50 ";44573;"facture_periodique"
"Cléodis";"FLI19070151";31/07/2019;"Remise Exceptionnelle Cleodis - infra Boulanger";31/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" -200.00 ";44574;"facture_periodique"
"Cléodis";"FLI19070151";31/07/2019;"Environnement Mono-Datacenter VM Web+BDD (1 vCPU / 2 Go Ram / 50 Go DD ultra haute vitesse + 1 IP supplémentaire) - Sauvegarde 7 jours - Infogérance avancée (installation réalisée dans le cadre du contrat de régie Boulanger)	[prorata avant modification contrat]";31/07/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"0.33";" 532.00 ";44575;"facture_periodique"
"Cléodis";"FLI19070151";31/07/2019;"Remise Exceptionnelle Cleodis - infra Boulanger [prorata avant modification de contrat]";31/07/2019;"VENTES DE MARCHANDISES";"VENTE D'ABONNEMENTS";"marchandise";"0.33";" -232.00 ";44576;"facture_periodique"
"Cléodis";"FLI19080055";01/08/2019;"Environnement Multi-Datacenter VM Web+BDD (1 vCPU / 2 Go Ram / 50 Go DD ultra haute vitesse + 1 IP supplémentaire) - Sauvegarde 7 jours - Infogérance avancée (installation réalisée dans le cadre du contrat de régie Boulanger)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 553.50 ";44581;"facture_periodique"
"Cléodis";"FLI19080055";01/08/2019;"Remise Exceptionnelle Cleodis - infra Boulanger";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" -200.00 ";44582;"facture_periodique"
"Cléodis";"FLI19080056";01/08/2019;"Environnement PRODUCTIONFirewall VM Web (1 vCPU / 4 Go Ram / 8 Go Swap / 40 Go SSD)VM Bdd (1 vCPU / 4 Go Ram / 8 Go Swap / 20 Go SSD)Sauvegarde 7 joursInfogérance10Mb/s";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 746.00 ";44591;"facture_periodique"
"Cléodis";"FLI19080056";01/08/2019;"Stockage Template VM Pré-Prod (x2) + VM Recette (x1) [templatisation réalisée dans le cadre de la régie]";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"1.00";" 25.00 ";44592;"facture_periodique"
"Cléodis";"FLI19080056";01/08/2019;"AVOIR : Environnement PRODUCTION Firewall VM Web (4 vCPU / 8 Go Ram / 8 Go Swap / 40 Go SSD) VM Bdd (4 vCPU / 8 Go Ram / 8 Go Swap / 20 Go SSD) Sauvegarde 7 jours Infogérance 10Mb/s";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"0.33";" -1275.00 ";44593;"facture_periodique"
"Cléodis";"FLI19080056";01/08/2019;"AVOIR: Environement PRE-PROD VM Web (1 vCPU / 3 Go Ram / 8 Go Swap / 40 Go SSD) VM Web (1 vCPU / 3 Go Ram / 8 Go Swap / 20 Go SSD)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"0.33";" -512.40 ";44594;"facture_periodique"
"Cléodis";"FLI19080056";01/08/2019;"AVOIR: Environnement RECETTE 1 vCPU / 3 Go RAM / 8 Go Swap / 40 Go SSD)";01/08/2019;"VENTE D'ABONNEMENTS";"VENTE D'ABONNEMENTS";"marchandise";"0.33";" -260.20 ";44595;"facture_periodique"
"Dupont Restauration";"FLI19070152";31/07/2019;"Régie de développement - Développeur junior - Chez Dupont restauration- TARIF A L'HEURE";31/07/2019;"PRESTATIONS DE DEVELOPPEMENT";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 69.28 ";44608;"facture_periodique"
"Dupont Restauration";"FLI19070152";31/07/2019;"Régie de développement - Développeur junior - Chez Absystech - TARIF A L'HEURE";31/07/2019;"PRESTATIONS DE DEVELOPPEMENT";"PRESTATIONS DE DEVELOPPEMENT";"service";"0.00";" 62.00 ";44609;"facture_periodique"
